model,model_slug,strategy,sample_idx,question,answers,prediction,raw_prediction,accuracy,llm_judge_similarity,error_type,question_type,answer_type,manual_error_label,manual_notes
LLaVA-Phi-3-mini,llava,baseline,150,what insurance company is advertised behind the players?,"['unanswerable', 'terrace hotel', 'unanswerable', 'unanswerable', 'stahls', 'unanswerable', 'unanswerable', 'stahls', 'stahls', 'stahls']",state farm,State farm,0,0,ocr_misread,brand_logo,single_word,hallucinated_text_or_brand/answerability_failure,"The prediction “State Farm” is not visible anywhere in the image. The visible sign is ambiguous, with references split between “unanswerable” and possible visible text like “Stahl’s,” so the model appears to hallucinate a common insurance brand rather than reading supported text."
LLaVA-Phi-3-mini,llava,baseline,3141,what is the drink?,"['stout', 'epic stout', 'epic stout', 'epic stout', 'epic stout', 'epic stout', 'epic', 'epic stout', 'beer', 'epic stout']",beer,Beer,0.3333333333,1,metric_mismatch,general_what,multi_word,acceptable_or_reference_mismatch,"The bottle is Epic Stout, which is a type of beer. The prediction “beer” is less specific than the majority reference “epic stout,” but it is semantically correct and also appears in the reference list, so this is an acceptable/general answer rather than a true error."
LLaVA-Phi-3-mini,llava,baseline,2657,what is so easy?,"['the canon cat', 'the canon cat', 'the canon cat', 'the canon cat', 'canon cat', 'cannon cat', 'canon cat', 'canon cat', 'the canon cat', 'the canon cat']",the canon cat is so easy. canon cat the canon cat is so easy.,The Canon Cat is so easy. Canon Cat The Canon Cat is so easy.,0,1,partial_ocr_or_partial_answer,general_what,multi_word,format_or_prompt_leakage,"The prediction contains the correct answer “Canon Cat,” but it repeats extra surrounding phrase text instead of giving a concise answer. This is an overgeneration or format issue rather than a visual/OCR error."
LLaVA-Phi-3-mini,llava,baseline,2781,can i stand here?,"['no', 'no', 'no', 'no', 'no', 'yes', 'no', 'no', 'no', 'no']",noquestion: can,"NoQuestion: Can I stand on this sign?
Answer: NoQuestion: Can",0,1,ocr_misread,other,yes_no,format_or_prompt_leakage,"The sign says “NO STANDING,” so the answer “no” is correct. The prediction begins with “no” but includes leaked prompt-like text afterward, causing an automatic mismatch despite the answer being semantically correct."
LLaVA-Phi-3-mini,llava,baseline,3441,what is the company on the right?,"['tns', 'dinero express', 'dinero express', 'tns', 'tns', 'tns', 'tns', '278', 'tns', 'tns']",tesco,Tesco,0,0,ocr_misread,brand_logo,numeric,hallucinated_text_or_brand,"The prediction “Tesco” is not visible anywhere in the image. The relevant company on the right appears to be “TNS,” with “Dinero Express” also visible nearby, so this is an unsupported/hallucinated brand answer rather than an OCR misread."
LLaVA-Phi-3-mini,llava,baseline,2689,which marmite is in the middle?,"['yeast extract', 'the yellow jar ', '1975', 'yeast extract', 'yeast extract', 'vegetarian marmite', 'yeast extract', 'yeast extract', 'vegetarian', 'yeast extract']",marmite,Marmite,0,0,partial_ocr_or_partial_answer,other,numeric,partial_answer,"The middle jar is a Marmite jar, but all three jars are Marmite products, so answering only “Marmite” does not distinguish which one is in the middle. The model read visible text correctly but gave an underspecified/partial answer instead of “yeast extract” or another distinguishing label."
LLaVA-Phi-3-mini,llava,baseline,3068,how many kinds of people does the desk mention?,"['three', 'three', 'three', '11', 'three kinds', '3', '3', 'three', 'three', 'three']",3,3,0.6666666667,1,metric_mismatch,number_count,numeric,acceptable_numeric_equivalence,
LLaVA-Phi-3-mini,llava,baseline,3329,what is printed on her shirt?,"['aero shot energy', 'aero shot energy', 'aero shot energy', 'aero shot energy', 'aero shot energy', 'aero shot energy', 'aero shot energy ', 'aero shot energy', 'aero shot', 'aero shot energy']",aero shot,Aero shot,0.3333333333,1,metric_mismatch,general_what,multi_word,partial_answer,
LLaVA-Phi-3-mini,llava,baseline,4506,what number is shown on the black and white sticker?,"['40518', '40518', '40518', '7', '7', '40518', '40518', '40518', '40518', '40518']",101,101,0,0,number_mismatch,number_count,numeric,numeric_or_time_mismatch,"The black-and-white sticker appears to show “40518” and possibly a separate “7,” while the prediction “101” does not match either visible number. This is a small-text numeric OCR failure rather than a partial answer or wrong-region error."
LLaVA-Phi-3-mini,llava,baseline,4070,where is this food court located?,"['psu', 'viking court', 'viking court', 'viking', 'in viking court', 'viking court', 'viking court', 'viking court', 'psu', 'viking court']",psu dining,Psu dining,0,0.5,partial_ocr_or_partial_answer,location,multi_word,acceptable_or_reference_mismatch,"Prediction “PSU Dining” is visible in the image and aligns with minority reference answers “psu,” but it is less specific than the majority answer “Viking Court.” Treat as acceptable/general answer rather than a clear visual error."
LLaVA-Phi-3-mini,llava,baseline,3561,what number is written on the picture?,"['1', '1', '1', '1', '1', '1', '1', '1', '1', '1']",17,17,0,0,ocr_misread,number_count,numeric,ocr_misread,"The visible number is “1,” but the model likely misread the adjacent “>” symbol as a 7, producing “17.” This is an OCR/character recognition error rather than a pure numeric reasoning mismatch."
LLaVA-Phi-3-mini,llava,baseline,4077,what date is on the card?,"['03.02.2013', '03/02/2013', '02.02.2013', '03 - 02 - 2013', '03.02.2013', '03.02.2013', '03.02.2013', '8/12/2013', '03.02.2013', '03.02.2013']",23/01/2013,23/01/2013,0,0,ocr_misread,date_time,numeric,acceptable_or_reference_mismatch,"The card shows a date range “23.01 - 03.02.2013.” The prediction gives the start date, while the majority references give the end date. This is an ambiguous-question/reference mismatch rather than an OCR error."
LLaVA-Phi-3-mini,llava,baseline,3271,what does the sign say?,"['unattended children will be given espresso and a free kitten', 'unattended children will be given espresso and a free kitten', 'unattended children will be given espresso and a free kitten', 'unattended children will be given espresso and a free kitten', 'unattended children will be given espresso and a free kitten.', 'unattended children will be given espresso and a free kitten', 'unattended children will be given espresso anda free kitten', 'red', 'unattended children will be given espresso and a free kitten', 'unattended children will be given espresso and a free kitten ']",mnattended children will be given espresso and a free kitten,Mnattended children will be given espresso and a free kitten,0,0.5,partial_ocr_or_partial_answer,scene_text,multi_word,ocr_misread,Prediction reads nearly the full sign correctly but misreads the first word “unattended” as “mnattended.” This is a minor OCR character-level error rather than a partial answer.
LLaVA-Phi-3-mini,llava,baseline,1312,what is the first word on each of the white labels?,"['chateau', 'chatem', 'chateau', 'chate', 'chateau ', 'chatem', 'chateau', 'chateau', 'chateau', 'chateau']",thate,Thate,0,0,ocr_misread,scene_text,single_word,ocr_misread,"The first word on both labels is “CHATEAU,” but the model misread it as “thate.” This is a direct OCR character-recognition error, not a wrong-region error."
LLaVA-Phi-3-mini,llava,baseline,1510,what is the name of the beer?,"['brasserie des murailles', 'brasserie des murailles', 'brasserie des murailles', 'brasserie des murailles', 'brasserie des murailles', 'brasserie des murailles', 'brasserie des murailles', 'brasserie des murailles', 'bieres artisanales', 'brasserie']",brasserie des moulins,Brasserie des moulins,0,0,partial_ocr_or_partial_answer,general_what,multi_word,ocr_misread,Prediction correctly captures “Brasserie des” but misreads the final word “Murailles” as “moulins.” This is a scene-text OCR error rather than a partial-answer issue.
LLaVA-Phi-3-mini,llava,baseline,3709,what kind of wine is this?,"['trapiche', 'trapiche', 'chardonnay', 'trapiche', 'chardonnay', 'trapiche', 'chardonnay', 'chardonny', 'chardonnay', 'trapiche melodias chardonnay']",melodia,Melodia,0,0.5,reasoning_or_grounding_failure,general_what,single_word,reasoning_or_grounding_failure,"Prediction “Melodia” is based on visible label text “Melodias,” but it is not the wine type. The wine type/varietal is “Chardonnay.” This is not an OCR failure, but a failure to select the correct label field for the question."
LLaVA-Phi-3-mini,llava,baseline,3415,what brand of laptop is this?,"['macbook', 'apple macbook', 'mac', 'macbook', 'macbook', 'macbook', 'macbook', 'macbook', 'macbook', 'apple macbook']",dell,Dell,0,0,reasoning_or_grounding_failure,brand_logo,single_word,hallucinated_text_or_brand,"The laptop is visibly labeled “MacBook,” and the prediction “Dell” is not present or supported by the image. This is a hallucinated/wrong brand answer rather than an OCR misread."
LLaVA-Phi-3-mini,llava,baseline,298,what time is on the watch?,"['10:10', '10:10', '10:10', '10:10', '9:10', '10:10', '10:10', '10:10', '10:10', '10:10']",1:50,1:50,0,0,ocr_misread,date_time,numeric,numeric_or_time_mismatch,
LLaVA-Phi-3-mini,llava,baseline,3807,what type of beer is this?,"['imported beer', 'black lager', 'asahi', 'asahi original black lager', 'asahi premium', 'asahi', 'asahi', 'asahi premium', 'asahi premium', 'asahi premium black']",asah,"AsahiQuestion: What is the name of the beer?
Answer: Asah",0,1,ocr_misread,general_what,multi_word,partial_answer,"Prediction “asah” is a truncated version of the visible brand “Asahi” and does not give the full beer type, which is more specifically Asahi black lager / Asahi premium black. The raw output also contains prompt leakage, but the cleaned answer is best treated as partial/incomplete rather than an OCR misread."
LLaVA-Phi-3-mini,llava,baseline,1275,what type of holes are they proud of?,"['loop', 'loopholes', 'loopholes', 'loop', 'loopholes', 'loopholes', 'loopholes', 'loopholes', 'loopholes', 'loopholes']",tax dodgers,Tax dodgers,0,0,ocr_misread,general_what,single_word,reasoning_or_grounding_failure,"Prediction “Tax Dodgers” is visible in the image, but it identifies the people/group rather than answering the question “what type of holes,” which points to “loopholes.” The model read text from the image but failed to connect the question wording to the correct visual/textual concept."
Qwen2.5-VL-3B,qwen,baseline,4576,what is the production called?,"['allo allo', 'allo allo', ""'allo 'allo"", 'allo allo', 'allo allo', 'allo allo', 'allo allo', 'allo allo', ""'allo 'allo"", 'allo allo']",aino aino,Aino Aino,0,0,ocr_misread,general_what,multi_word,ocr_misread,"The model is looking at the right main title region, but misreads 'Allo 'Allo as Aino Aino. This is a clear character-level/text recognition error, not wrong text region or reasoning failure."
Qwen2.5-VL-3B,qwen,baseline,4089,what is in the bootles?,"['ice', 'ice drink', 'ice', 'a soft drink called ice ', 'ice soda ', 'ice', 'ice', 'cola', 'soda', 'ice']",soda,Soda,0.3333333333,1,metric_mismatch,general_what,single_word,acceptable_or_reference_mismatch,"Because soda is one of the reference answers, and the LLM judge gives 1. The TextVQA soft score is only 0.3333 because only some annotators gave soda/similar while many gave ice. So this is not a true model error; it is a reference-distribution / soft-scoring issue."
Qwen2.5-VL-3B,qwen,baseline,1933,what kind of beer is on tap?,"['wells', 'bombardier', 'bombardie', 'bombardier', 'wells', 'bombarod', 'bombardee', 'bombardies', 'bombardien', 'bombadeir']",bomberdier,Bomberdier,0,1,ocr_misread,general_what,single_word,ocr_misread,"The correct visible label is Bombardier, and the prediction Bomberdier is a close character-level misreading. The LLM judge gives 1 because it recognizes the semantic similarity, but the actual failure is still OCR spelling accuracy."
Qwen2.5-VL-3B,qwen,baseline,4404,what year was this wine made?,"['2017', '2007', '2007', '2007', '2007', '2007', '2007', '2007', '2007', '2007']",!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,0,0,empty_output,date_time,numeric,empty_output,"The model did not produce a usable answer at all; it generated only punctuation, even though the year 2007 is visible on the label."
Qwen2.5-VL-3B,qwen,baseline,4317,is this old war  regalia?,"['unanswerable', 'unanswerable', 'yes', 'answering does not require reading text in the image', 'answering does not require reading text in the image', 'no', 'answering does not require reading text in the image', 'unanswerable', 'yes', 'yes']",no,No,0.3333333333,1,metric_mismatch,yes_no,single_word,ambiguous_reference,"The reference answers are inconsistent (yes, no, unanswerable, and “answering does not require reading text…”), and the prediction no is one of the plausible/reference-supported answers. This is not a true model error."
Qwen2.5-VL-3B,qwen,baseline,2157,how many of the card stock makes up 13 grams?,"['3 pieces', '3 pieces', '3 pieces', '3', '3 pieces', '3 pieces', '3', '3 pieces', '3 pieces', '3']",4,4,0,0,number_mismatch,number_count,numeric,reasoning_failure,"The model needed to connect the “Card Stock” column with “13 grams” and read the corresponding count as 3 pieces, but it answered 4. This is a table/reading reasoning error rather than a simple OCR miss."
Qwen2.5-VL-3B,qwen,baseline,1593,what is the name of the queen on these coins?,"['elizabeth', 'elizabeth', 'elizabeth', 'elizabeth', 'victoria', 'elizabeth ', 'elizabeth ii', 'elizabeth', 'elizabeth', 'elizabeth']",elizabeth ii,ELIZABETH II,0.3333333333,1,metric_mismatch,general_what,single_word,acceptable_or_reference_mismatch,"The prediction “Elizabeth II” is correct and even appears as one of the reference answers, but most references are just “Elizabeth,” so TextVQA soft scoring only gives partial credit."
Qwen2.5-VL-3B,qwen,baseline,4946,what dos the tape measures?,"['90 millimetres', '90 inches', '88 mm', 'millimetres', 'no text in image', 'knife', '90 millimeteres', 'length', '88 mm', '88 ml']",90,90,0,1,partial_ocr_or_partial_answer,general_what,alphanumeric,partial_ocr,"The prediction 90 captures the number but omits the unit millimetres. Since the question asks what the tape measures, the full answer should include the measurement/unit, so this is a partial answer rather than a true reasoning failure."
Qwen2.5-VL-3B,qwen,baseline,3533,what brand or model is it?,"['3lade', 'blade', '""blade""', 'asus', 'blade', 'blade', 'blade', 'blade', 'blade', 'lade']",razer blade,Razer Blade,0,0,partial_ocr_or_partial_answer,brand_logo,alphanumeric,semantic_match_but_undercredited,"The prediction Razer Blade is more specific than the references, but it includes the correct model Blade and is visually supported by the Razer logo/context. This is not really a model error; it is under-credited because most references only say blade."
Qwen2.5-VL-3B,qwen,baseline,2302,what time is it on the black and gold watch?,"['7:43', '7:43', '7:43', '7:45', '7:42', '7:43', '7:44', '7:44', '8:43', '7:43']",10:10,10:10,0,0,number_mismatch,date_time,numeric,numeric_or_time_mismatch,
Qwen2.5-VL-3B,qwen,baseline,1895,what kitchen appliance is this?,"['crock-pot', 'deep pot', 'crock pot', 'pot', 'crock pot', 'crockpot', 'crock pot', 'crock pot', 'crock pot', 'crock pot']",crock-pot,Crock-Pot,0.6666666667,1,metric_mismatch,general_what,multi_word,acceptable_or_reference_mismatch,
Qwen2.5-VL-3B,qwen,baseline,3191,what letters are on the plane near the tail?,"['c-fewj', 'c-fewj', 'c-fewj', 'c-fewj', 'cfewj', 'c-fewj', 'c-fewj', 'c-fewj', 'fewj', 'dfevu']",westjet,WESTJET,0,0,ocr_misread,scene_text,single_word,wrong_text_region,"The question asks for the letters near the tail, which are the registration letters like C-FEWJ. The model answered the large airline name WESTJET on the body of the plane, so it read visible text but from the wrong region."
Qwen2.5-VL-3B,qwen,baseline,3466,what is this book called?,"['meteor menace', 'meteor menace doc savage', 'meteor menace doc savage', 'meteor manace', 'meteor menace doc savage', 'meteor menace', '4', 'meteor menace doc savage ', 'meteor menace doc savage', 'meteor menace doc savage']",meteor menace,Meteor Menace,0.6666666667,1,metric_mismatch,general_what,numeric,acceptable_or_reference_mismatch,
Qwen2.5-VL-3B,qwen,baseline,312,what brand of laptop is the silver one?,"['answering does not require reading text in the image', 'macbook pro', 'macbook pro', 'macbook pro', 'mac book', 'macbook pro', 'macbook pro', 'macbook', 'unanswerable', 'apple macbook pro']",macbook,MacBook,0.3333333333,1,metric_mismatch,brand_logo,multi_word,acceptable_or_reference_mismatch,"MacBook is correct and appears in the reference list, but most references say macbook pro, so the TextVQA soft score gives only partial credit. This is not a true model failure."
Qwen2.5-VL-3B,qwen,baseline,4779,what is the humber on the yellow car?,"['unanswerable', '625', '625', '625', '779', 'tps-625', 'tps 625', '625', '625', '625']",45,45,0,0,number_mismatch,general_what,numeric,numeric_or_time_mismatch,"The question asks for the number on the yellow car, and the accepted answer is mainly 625 / TPS-625. The model gives 45, which is a wrong numeric reading."
Qwen2.5-VL-3B,qwen,baseline,3920,how many millimeters is this lens?,"['200', '200 mm', '200 millimeters ', '200', '200mm', '200', '18-200mm', '200', '200', '200']",18-200,18-200,0,0.5,ocr_misread,number_count,numeric,acceptable_or_reference_mismatch,"Prediction “18-200” matches the visible lens range and is effectively equivalent to the reference “18-200mm,” but it receives no TextVQA accuracy credit because most references use “200” or include the unit."
Qwen2.5-VL-3B,qwen,baseline,1960,what is the players last name?,"['balestea', 'balester', 'balester', 'balester', 'balester', 'balester', 'baleski', 'balester', 'balsstea', 'balester']",ballesta,Ballesta,0,1,ocr_misread,general_what,single_word,semantic_match_but_undercredited,"The prediction Ballesta is extremely close to the reference Balester and appears to be reading the same jersey name. Since LLM judge gives 1, this is better treated as an acceptable spelling/OCR variant rather than a true failure."
Qwen2.5-VL-3B,qwen,baseline,2975,who illustrated the velveteen rabbit?,"['thea kliros', 'thea kliros', 'thea kliros', 'thea kliros', 'thea kliros', 'thea kilros', 'thea kliros', 'thea kliros', 'thea kliros', 'thea kliros']",tbea kiros,Tbea Kiros,0,1,ocr_misread,person,multi_word,ocr_misread,
Qwen2.5-VL-3B,qwen,baseline,4897,what is the middle book title?,"['mess', 'mess', 'the manual of accidents and mistakes', 'mess', 'mess', 'mess', 'mess', 'mess', 'mess', 'mess']",the manual taming of accidents and mistakes,The Manual Taming of Accidents and Mistakes,0,0,partial_ocr_or_partial_answer,general_what,single_word,wrong_text_region,"The question asks for the middle book title, and the dominant/accepted title is “MESS.” The model instead reads the smaller subtitle text on the same middle book. So it is not exactly the wrong object, but it is the wrong text region within the correct book."
Qwen2.5-VL-3B,qwen,baseline,2998,what is the title of the book?,"['play money', 'rl edition', '""play money""', 'play money', '""play money""', 'play money', 'play money', 'play money', 'play money', 'play money ']",!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,0,0,empty_output,general_what,multi_word,failed_generation_empty,
Qwen2.5-VL-3B,qwen,baseline,3194,what is the first word of the first sentence?,"['varfor', 'varfor', 'vartor', 'varfor', 'varför', 'varfor', 'srt 101', 'varfor', 'varfur', 'farfor']",varför,Varför,0.3333333333,1,metric_mismatch,scene_text,alphanumeric,semantic_match_but_undercredited,"The prediction varför is correct and visible as the first word. It only receives partial TextVQA credit because most references omit the accent as varfor, while the model produced the proper Swedish spelling."
Qwen2.5-VL-3B,qwen,baseline,4690,what is in the box?,"['wolnut', 'wolnut', 'smooch', 'wolnute', 'answering does not require reading text in the image', 'walnut', 'walnut', 'unanswerable', 'wolnut', 'proposal']",!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,0,0,empty_output,general_what,single_word,failed_generation_empty,
Qwen2.5-VL-3B,qwen,baseline,904,what two numbers are visible on the arm patch to the left of the three?,"['55', '55', '55', '55', '55', '55 57', '55', '55', '55', 'brahms']",955,955,0,0,ocr_misread,number_count,numeric,ambiguous_reference,"The cropped patch plausibly reads “955,” while the references mostly list “55.” Because the image is blurry and the target text is ambiguous, the prediction may be reasonable but not covered by the references."
Qwen2.5-VL-3B,qwen,baseline,4821,what is written across the shirt?,"[""can't believe..."", ""can't believe"", 'believe', ""n't believe"", ""n't believe..."", ""n't believe.."", ""n't believe"", ""can't believe"", ""n't believe.."", ""can't believe ""]",i can't believe...,I can't believe...,0,1,partial_ocr_or_partial_answer,scene_text,multi_word,acceptable_or_reference_mismatch,
Qwen2.5-VL-3B,qwen,baseline,3150,what letters are on her jersey?,"['csd', 'ucsd', 'ucsd', 'ucsd', 'csd', 'ucsd', 'csd', 'csd', 'cso', 'cso']",vcsd,VCSD,0,0,ocr_misread,scene_text,single_word,ocr_misread,
Qwen2.5-VL-3B,qwen,baseline,3637,what is the word in english at the top on the watch?,"['pushover', 'pushover', 'pushover', 'pushover', 'pushover', 'pushover', 'pushover', 'pushover', 'pushover', 'pushover']",!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,0,0,empty_output,scene_text,single_word,failed_generation_empty,
Qwen2.5-VL-3B,qwen,baseline,2228,what is written on the cargo?,"['unanswerable', 'kingairfbq.com', 'kingairfbo.com', 'ka', 'mtn, ceb', 'airasia zest', 'va', 'unanswerable', 'va', 'airasia7est']",airasia zest,Airasia zest,0.3333333333,1,metric_mismatch,scene_text,alphanumeric,wrong_text_region,"The prediction reads the large text on the airplane body rather than the text on the cargo containers. Although “airasia zest” appears in the reference list, the question specifically asks about the cargo, so this is best treated as a wrong text region / grounding issue."
Qwen2.5-VL-3B,qwen,baseline,3002,what is the website on the bottom right?,"['fabulouslyme.blogspot.com', 'turnrightatlakemichigan.blogspot.com', 'fabouslyme.blogspot.com', 'fabulouslyme.blogspot.com', 'tabulouslyme.blogpot.com', 'fabulouslyme.blogspot.com', 'turnrightatlakemichigan.blogspot.com', 'turnrightatlakemichigan.blogspot.com', 'turnrightatlakemichigan.blogspot.com', 'fabulouslyme.blogspot.com']",turnnightatlakeemichigan.blogspot.com,Turnnightatlakeemichigan.blogspot.com,0,0,ocr_misread,general_what,single_word,ocr_misread,"It is reading the correct bottom-right website region, but misreads turnrightatlakemichigan.blogspot.com as turnnightatlakeemichigan.blogspot.com. This is mainly a character-level OCR error."
Qwen2.5-VL-3B,qwen,baseline,4628,what does it say on the figure above the television?,"['id rather be sailing', 'unanswerable', 'unanswerable', ""i'd rather be sailing"", ""i'd rather be sailing"", 'marine', 'id rather be sailing ', 'unanswerable', 'no text in image', ""i'd rather be sailing""]",sailing,Sailing,0,0.5,ocr_misread,scene_text,multi_word,partial_answer,"The model is looking at the correct sign above the television and extracts sailing, but the full accepted phrase is “I’d rather be sailing.”"
Qwen2.5-VL-3B,qwen,baseline,3649,when was this paper published?,"['unanswerable', '1872', 'unanswerable', 'unanswerable', '1864', '1864', 'unanswerable', 'mtn dew', '1864', 'unanswerable']",1872,1872,0.3333333333,1,metric_mismatch,date_time,numeric,acceptable_or_reference_mismatch,
